Title,Published_date,Views,Likes,Comments
Pakistan Internet Shutdown | UNKNOWN Men Poisoned Dawood Ibrahim??,2023-12-18T07:47:36Z,1076774,57921,4545
Daily Current Affairs | 18 December 2023 | Chandramouli Choudhary,2023-12-18T03:39:31Z,10755,512,19
Biden says Russia will soon attack NATO as Putin calls it Nonsense | Is Russia lying?,2023-12-17T17:42:12Z,562686,34118,1050
India Becomes The First Country to Do This | Video of Akash Missiles Destroying 4 Targets Goes Viral,2023-12-17T14:06:58Z,1168890,77411,3152
Jaishankar openly exposes UNSC members #shorts,2023-12-17T11:42:40Z,805099,109140,1685
Daily Current Affairs | 17 December 2023 | Chandramouli Choudhary,2023-12-17T04:02:27Z,14359,531,18
Attempt this FREE of cost Test and Win prizes | By Prashant Dhawan,2023-12-16T14:59:47Z,88892,4396,247
Pakistan plans to declare 300 Wars on India over Kashmir after SC Ruling on Article 370,2023-12-16T11:28:10Z,1174394,57522,8682
Israel's Massive Blunder Shock's the World | IDF Killed own hostages by accident,2023-12-16T08:11:03Z,610059,35182,1654
Daily Current Affairs | 16 December 2023 | Chandramouli Choudhary,2023-12-16T05:13:05Z,9570,464,18
Canada warns India as Amit Shah hits back #shorts,2023-12-15T13:35:29Z,1535333,147816,1282
Iran's Surprise for India | Indians are welcome without Visa but Pakistanis are not,2023-12-15T12:19:10Z,880442,50894,3029
Daily Current Affairs | 15 December 2023 | Chandramouli Choudhary,2023-12-15T03:55:56Z,16599,674,23
USA and Russia Refused to Share this Technology with India but ISRO did not Stop! ECLSS Made by ISRO,2023-12-14T10:29:30Z,873133,47628,1865
Daily Current Affairs | 14 December 2023 | Chandramouli Choudhary,2023-12-14T03:45:47Z,12757,590,20
Video of Indian MPs Beating up Parliament Intruder goes viral #shorts,2023-12-13T15:48:53Z,1510775,138752,3364
Israel Hamas War Impact on Cricket | ICC Warns Australian Pakistani Player over Palestine Issue,2023-12-13T13:17:53Z,597274,34897,3687
India Supports Islamic Nations at UN voting | Complete U Turn by India on Israel Hamas War,2023-12-13T11:30:09Z,685602,39011,3722
Indian Parliament Attacked with Tear Gas | Video Shocks the Nation,2023-12-13T08:55:25Z,1485287,76889,6677
Daily Current Affairs | 13 December 2023 | Chandramouli Choudhary,2023-12-13T03:24:51Z,16028,876,45
Biden will not come to India for Republic Day | QUAD has been turned into a joke,2023-12-12T14:31:54Z,668074,38195,3280
Nepalis are fighting for Ukraine and Russia in War #shorts,2023-12-12T09:07:58Z,900111,99154,966
Daily Current Affairs | 12 December 2023 | Chandramouli Choudhary,2023-12-12T06:30:13Z,15705,649,17
This is the Economic Impact of Ram Temple in Ayodhya #shorts,2023-12-11T15:31:47Z,2688853,314295,3187
Russia and India achieve 2030 target in 2023 | Record Breaking Trade Numbers,2023-12-11T14:54:16Z,647094,41246,1445
Pakistan and China will be angry at what India's Supreme Court said | Article 370 Was temporary,2023-12-11T11:46:49Z,1023073,60994,3241
Daily Current Affairs | 11 December 2023 | Chandramouli Choudhary,2023-12-11T05:16:45Z,15716,701,23
Russia warns Israel | Don’t Do this to Hamas!,2023-12-10T17:19:24Z,987064,95311,5724
Assam was a part of Myanmar??? Why Assam CM was Angry at this comment,2023-12-09T13:07:07Z,786999,45267,8232
Azerbaijan Warns France and India | Your actions will lead to war,2023-12-09T08:55:22Z,1011749,50100,4100
Israel's Scary Warning to Lebanon - We will turn your capital into Gaza | Israel Hezbollah War?,2023-12-08T13:09:57Z,734669,45517,2111
"Canada Theatres Playing Hindi Movies Attacked With ""Unknown Sprays""",2023-12-08T07:50:39Z,814274,95123,1140
India is under pressure says Vladimir Putin #shorts,2023-12-07T15:08:50Z,4840463,429404,2021
Italy Officially Leaves China's Trillion Dollar BRI | Goodbye China and Hello India,2023-12-07T14:43:44Z,940481,54611,4753
PoK के लिए भारत ने रखी हैं 24 सीटें!! Amit Shah's Video on Kashmir rocks Pakistan,2023-12-07T11:52:50Z,961917,55613,3374
Video of Putin's GRAND Welcome Goes Viral | Americans are Shocked to see the Status of Putin,2023-12-06T15:32:52Z,1221961,57930,3179
Video of Kim Jong Un Crying for more Babies Goes Viral #shorts,2023-12-06T13:53:24Z,1784969,183108,3118
Khalistan separatist Warns India from USA | Indian Parliament will be Attacked before 13th December?,2023-12-06T09:30:10Z,814857,47983,6400
Indian Students Reject Canada with 40% Drop in Applications | By Prashant Dhawan,2023-12-06T07:04:26Z,815968,49202,2901
Daily Current Affairs | 6 December 2023 | Chandramouli Choudhary,2023-12-06T05:18:52Z,14403,688,92
A New War is about to Start over Oil | This is called Greed #shorts,2023-12-05T16:05:10Z,1729294,135969,1059
Will Israel Attack Turkey?? Turkey warns Israel not to attack Turkish Soil over Hamas,2023-12-05T12:43:33Z,664392,36180,2061
Nepal Demands money from Russia | 6 Nepali Soldiers Killed in Ukraine war | By Prashant Dhawan,2023-12-05T08:48:03Z,567197,31445,1799
This is what India’s Electoral Map looks like at the end of 2023,2023-12-04T16:51:57Z,1374000,123956,2391
Why India Refused to Sign the Climate Declaration? Know the reason by Prashant Dhawan,2023-12-04T15:19:39Z,840736,47085,2613
China wants to decide India and USA's election results in 2024 | Facebook's Report shocks everyone,2023-12-04T11:53:28Z,700617,42470,2318
Maldives Claims India has agreed to Remove Military | क्‍या मालदीव से वाकई लौटेंगे भारतीय सैनिक?,2023-12-04T07:27:49Z,482049,30840,2227
Daily Current Affairs | 4 December 2023 | Chandramouli Choudhary,2023-12-04T03:43:46Z,14500,740,26
India's Election Results will have a Huge impact on Foreign Policy,2023-12-03T15:23:54Z,923308,59470,3532
France warns Israel that it will take 10 years to destroy Hamas #shorts,2023-12-03T08:45:42Z,1104361,102768,2922
Daily Current Affairs | 3 December 2023 | Chandramouli Choudhary,2023-12-03T04:48:38Z,13205,523,17
In 2 Years India's border with Pakistan and Bangladesh will Transform | By Prashant Dhawan,2023-12-02T14:26:57Z,1131288,60365,4500
Will USA Impose Travel Ban on China? What should India do? By Prashant Dhawan,2023-12-02T09:47:24Z,619835,35687,1699
Daily Current Affairs | 2 December 2023 | Chandramouli Choudhary,2023-12-02T04:31:10Z,10345,480,30
PM Modi wants to Host World Leaders in 2028 | Bigger than G20!!! COP28,2023-12-01T15:35:40Z,590358,39817,2720
Israel is Angry at the videos Hamas has Released | Why were Israeli Hostages Happy?,2023-12-01T11:20:02Z,751072,38641,3384
Have 8 Kids Per Family says Putin to Russian Families #shorts,2023-12-01T09:44:05Z,1114497,107655,3127
Daily Current Affairs | 1 December 2023 | Chandramouli Choudhary,2023-12-01T03:23:43Z,10469,496,14
Insane GDP Numbers by India as INDIAN ECONOMY Shows 7.6% Growth Rate | By Prashant Dhawan,2023-11-30T17:25:39Z,745582,50433,4029
China is Crying over the Death of Kissinger | Why is Henry Kissinger Trending Worldwide?,2023-11-30T13:38:42Z,542872,34323,2006
Japan's Racist Rally says Japan belongs only to Japanese #shorts,2023-11-30T10:40:26Z,950692,106710,4962
USA Arrests Indian Intelligence Agent over Khalistan Issue | Insane Story of Agent Nikhil Gupta,2023-11-30T08:49:42Z,928980,49133,5315
Did India do the right thing by voting against Israel over Syria Issue? #shorts,2023-11-30T06:55:35Z,1100896,89324,1993
Daily Current Affairs | 30 November 2023 | Chandramouli Choudhary,2023-11-30T03:34:16Z,9718,422,18
VICTORY FOR INDIA as UNLF signs Peace Pact | Video goes viral | By Prashant Dhawan,2023-11-29T14:55:16Z,814954,57873,2557
The Man who said HEART BREAKING Things about India | Was he right? Who was Charlie Munger?,2023-11-29T12:37:17Z,1021436,50106,8152
USA will send an Indian to Space in 2024 | Huge Statement by NASA | By Prashant Dhawan,2023-11-29T08:10:26Z,433520,27838,973
Daily Current Affairs | 29 November 2023 | Chandramouli Choudhary,2023-11-29T03:34:52Z,9201,468,11
Pakistan and Turkey Fear this man | Geert Wilders could damage Turkey | By Prashant Dhawan,2023-11-28T13:38:02Z,765290,48960,2783
USA to pull out fund from China and invest 3.6 Billion Dollars in India | By Prashant Dhawan,2023-11-28T10:28:58Z,767244,43366,1536
Pakistan is not paying India the money for SAARC University | What should India do?,2023-11-28T07:00:05Z,674289,36763,3620
Daily Current Affairs | 28 November 2023 | Chandramouli Choudhary,2023-11-28T05:01:45Z,9914,543,14
World Media is ignoring Nepal’s Massive Protests #shorts,2023-11-27T11:48:01Z,1473797,146834,2400
Daily Current Affairs | 27 November 2023 | Chandramouli Choudhary,2023-11-27T03:45:55Z,25948,1049,232
PM Modi asks why Rich Indians are Marrying In Foreign Countries? By Prashant Dhawan,2023-11-26T16:39:47Z,772765,54786,6286
Don't think that Israel Hamas War has Ended #shorts,2023-11-26T08:51:28Z,1237158,94256,1257
Is there an Anti-India feeling in Bangladesh? Does Bangladesh Hate India? By Prashant Dhawan,2023-11-26T08:28:29Z,819951,46201,14228
Daily Current Affairs | 26 November 2023 | Chandramouli Choudhary,2023-11-26T03:43:57Z,14820,683,33
Israel writes an Angry Letter to India over Sanjay Raut's comment | By Prashant Dhawan,2023-11-25T11:30:09Z,868400,43820,6589
Indian Air Force Wants to be Called Space Force As well | This will Change Indian Military Forever,2023-11-25T08:41:14Z,558665,35546,1277
PM Modi flies TEJAS FIGHTER JET Made in India | First Time in India's History,2023-11-25T07:52:37Z,654836,44600,2544
Daily Current Affairs | 25 November 2023 | Chandramouli Choudhary,2023-11-25T04:51:02Z,16136,735,50
Only Hindu values of life can bring World Peace says Thailand's Prime Minister #shorts,2023-11-24T15:32:12Z,1179175,163947,3473
"Pakistan Demands Rs. 69,000 for as fee from Afghan Refugees | World is shocked at this",2023-11-24T14:52:54Z,803611,41321,3586
Good News for India as Qatar Accepts India's Appeal in Navy Officer Death Case,2023-11-24T09:17:22Z,548681,36644,1224
Daily Current Affairs | 24 November 2023 | Chandramouli Choudhary,2023-11-24T03:25:55Z,13600,674,10
China में कोरोना के बाद फैली अजीब बीमारी | Right Before Elections?,2023-11-23T12:47:38Z,750878,41412,2111
This is why Israel hates Turkey #shorts,2023-11-23T08:18:33Z,1394971,107164,1353
Russian Cartoon about Pakistan Joining BRICS goes viral | How will this impact India?,2023-11-23T04:27:18Z,918193,40351,4631
Daily Current Affairs | 23 November 2023 | Chandramouli Choudhary,2023-11-23T02:55:02Z,14066,666,27
USA Warned India after saving Sikh Separatist? Is this the True Face of USA?,2023-11-22T15:18:27Z,822473,47686,4015
Daily Current Affairs | 22 November 2023 | Chandramouli Choudhary,2023-11-22T03:50:56Z,19731,850,22
Viral video of how the Ship to India was captured by Houthi Rebels #shorts,2023-11-21T16:00:05Z,11717197,737507,4641
USA Shocks BRICS Nations | Argentina says it will NOT join BRICS Countries,2023-11-21T15:15:35Z,776766,44154,2735
Israel Hits Pakistan Hard for India | Lashkar Declared Terror Outfit | Should India help Israel too?,2023-11-21T08:50:23Z,717841,45992,2428
Daily Current Affairs | 21 November 2023 | Chandramouli Choudhary,2023-11-21T03:08:07Z,10882,537,19
Ship to India gets Hijacked by Anti-Israel Forces | Yemen's Houthi Rebels target Israel,2023-11-20T08:45:59Z,764784,42983,1254
Daily Current Affairs | 20 November 2023 | Chandramouli Choudhary,2023-11-20T04:23:13Z,12157,483,36
INDIA LOSES in WORLD CUP FINAL AGAINST AUSTRALIA 💔,2023-11-19T16:24:48Z,596563,59923,1898
Palestine Supporter Jumps to Kohli during India vs Australia World Cup Final Match,2023-11-19T12:30:01Z,596425,37389,3732
India is now a 4 Trillion Dollar Economy?? IS IT TRUE?,2023-11-19T10:45:57Z,876928,51469,3656
Daily Current Affairs | 19 November 2023 | Chandramouli Choudhary,2023-11-19T03:32:10Z,6278,258,20
Pakistan is Supplying Israel with Weapons? Shocking Report about Pakistan's Secret Deal,2023-11-18T15:04:59Z,857846,42718,3227
Taiwan's Racism against Indians? Report of 1 Lakh Indian Workers going to Taiwan gets rejected,2023-11-18T07:23:41Z,756684,43836,7575
Daily Current Affairs | 18 November 2023 | Chandramouli Choudhary,2023-11-18T05:37:58Z,12656,560,29
Israel warns India about Iran's Evil Plans #shorts,2023-11-17T11:56:02Z,1549393,140041,1778
The World Should Thank India says Jaishankar | How India saved the World from Inflation,2023-11-17T11:47:19Z,863096,50140,2134
Daily Current Affairs | 17 November 2023 | Chandramouli Choudhary,2023-11-17T03:05:00Z,23856,1038,18
FAILED Biden Xi Jinping Summit Shocks Everyone | Biden Openly calls Xi Jinping a Dictator,2023-11-16T14:33:32Z,645726,40587,1479
India Accused of Changing Pitch by British Media in Cricket World Cup 2023,2023-11-16T06:45:19Z,1046488,58455,5588
Daily Current Affairs | 16 November 2023 | Chandramouli,2023-11-16T02:53:59Z,12300,640,47
Israel shuts Canada's PM over Hamas War Issue | Who is Right? Canada or Israel?,2023-11-15T09:07:39Z,649385,38610,3114
Daily Current Affairs | 15 November 2023 | Chandramouli,2023-11-15T02:46:51Z,13558,623,26
Transgenders will join Indian Army Soon??? What will be the problems?,2023-11-14T14:15:45Z,555104,33880,5375
Diwali dropped as a Holiday in Qatar's Indian Schools | Tiger 3 Movie Banned in Qatar #shorts,2023-11-14T12:08:06Z,821603,82253,2706
Islamic Nations Shock Pakistan over Israel | We Cannot Break Relations with Israel,2023-11-14T09:52:13Z,961250,50262,2614
Daily Current Affairs | 14 November 2023 | Chandramouli,2023-11-14T02:15:16Z,10637,543,20
Nepal Bans China's TikTok App | Is USA Next?,2023-11-13T15:12:01Z,585246,38380,1522
Jaishankar and Rishi Sunak Celebrate Diwali | Can India and UK sign Free Trade Agreement?,2023-11-13T09:29:57Z,494700,37164,966
Daily Current Affairs | 13 November 2023 | Chandramouli,2023-11-13T05:03:54Z,22211,863,54
India Votes Against Israel at United Nations | India will not support this,2023-11-12T14:12:20Z,868805,46362,4882
Daily Current Affairs | 12 November 2023 | Chandramouli,2023-11-12T02:58:31Z,13202,519,37
India and USA will Make Stryker Together | Why is it BAD for India? By Prashant Dhawan,2023-11-11T14:36:28Z,679538,36203,1231
Can India save Taiwan with 1 Lakh Workers? #shorts,2023-11-11T12:01:59Z,604323,70680,911
"Israel's Emotional Request to Indians | This Diwali, Light a Diya for us say Israel",2023-11-11T08:12:22Z,653028,55863,4829
Daily Current Affairs | 11 November 2023 | Chandramouli,2023-11-11T05:53:34Z,12270,580,44
USA Will Press India to Counter China says US Media | 2+2 Meeting between USA and India,2023-11-10T15:00:38Z,683709,40419,3047
Viral video of World’s Newest Island #shorts #worldaffairs,2023-11-10T10:36:19Z,656375,82485,800
Daily Current Affairs | 10 November 2023 | Chandramouli,2023-11-10T02:15:00Z,19070,808,150
UK Will Declare India a SAFE Country | Brilliant Move by Rishi Sunak,2023-11-09T14:56:17Z,727444,43874,1614
Russia shocks Pakistan by demanding Helicopter Engines | Why is Russia doing this?,2023-11-09T11:40:48Z,835042,40509,1162
Daily Current Affairs | 9 November 2023 | Chandramouli,2023-11-09T02:17:40Z,12166,587,23
Viral video of attack on Palestinian President #shorts,2023-11-08T15:03:59Z,1352419,92500,1079
USA will Help Adani to Fight China in Sri Lanka | 553 Million Dollars for Adani,2023-11-08T14:52:53Z,612355,37585,1656
Israel wants 1 Lakh Indian Workers | Israel Hamas War Impact on India,2023-11-08T06:30:22Z,804182,41243,3387
Daily Current Affairs | 8 November 2023 | Chandramouli,2023-11-08T02:15:21Z,14854,757,29
Australia Betrayed the Quad? Australia Shakes hands with China | Is this Bad for India and USA?,2023-11-07T13:16:10Z,693224,39806,3249
Pakistani Military lost 14 Aircrafts in Air Base Attack | Huge loss for Pakistan #shorts,2023-11-07T11:18:31Z,900851,89041,1134
Israel Breaks Gaza in Half | Iran asks India to do whatever it takes to stop the war,2023-11-07T08:18:08Z,1070163,57715,5374
Daily Current Affairs | 7 November 2023 | Chandramouli Choudhary,2023-11-07T02:16:29Z,13269,703,46
Insane Videos from Turkey go Viral | US Military base Almost Attacked,2023-11-06T14:56:34Z,734173,41676,1827
India Asks Canada to Increase Security after Threat | Will Canada Listen to India?,2023-11-06T13:06:29Z,550950,35649,1614
Incredible Video of Russia’s Nuclear Missile Test #shorts,2023-11-06T07:54:22Z,1373404,139810,1012
Daily Current Affairs | 6 November 2023 | Chandramouli Choudhary,2023-11-06T02:25:27Z,23322,1130,56
Israel Could use Nuclear Bomb on Gaza says Minister | The world is shocked by this statement,2023-11-05T16:27:38Z,676532,43379,3867
Daily Current Affairs | 5 November 2023 | Chandramouli Choudhary,2023-11-05T04:13:59Z,20797,939,36
PM Modi says India ready to help Nepal after massive Earthquake #shorts,2023-11-04T13:17:02Z,1476118,130400,1208
