Title,Published_date,Views,Likes,Comments
"India Sends Defence Attaches to African, Asian Nations in a First | International Relations | UPSC",2024-04-11T07:19:31Z,159330,6637,315
Indian Express Editorial Analysis by Chandan Sharma | 11 April 2024 | UPSC Current Affairs 2024,2024-04-11T06:09:53Z,16245,894,27
Fitch Downgrades Outlook on China to Negative: All You Need to Know | UPSC,2024-04-11T05:42:12Z,94141,3745,277
This Country Declared Emergency Because People are Digging Graves to Make Zombie Drug | Sierra Leone,2024-04-11T04:23:00Z,915333,42492,3349
The Hindu Analysis by Prashant Tiwari | 11 April 2024 | Current Affairs Today | StudyIQ,2024-04-11T03:16:59Z,26368,1871,72
Alternative route to Ladakh: India's LAC masterstroke to counter China,2024-04-11T02:30:30Z,357571,20285,75
"Planning, Organisation & Structural concepts | Ch-8 Part- 4 | Mohit Bhattacharya series | StudyIQ",2024-04-10T21:10:35Z,3453,39,1
New Chinese Naval base in Maldives: Uthuru,2024-04-10T17:00:29Z,91289,6771,41
Gold Prices Soar to All-Time High | What's Driving the Surge | UPSC Mains | StudyIQ IAS,2024-04-10T16:35:34Z,259392,4171,201
Come to India if you want to see the future says US Ambassador | By Prashant Dhawan,2024-04-10T16:04:01Z,398186,51557,767
West hacking Indian Elections ?,2024-04-10T15:00:37Z,327780,18448,63
For The First Time in History Israel Could Use EMP Bomb on Iran | Why is it So Dangerous?,2024-04-10T13:53:50Z,1274062,49318,2245
Israel deploys C-Dome defence system for the 1st time | News@9 | Amrit Upadhyay | StudyIQ IAS Hindi,2024-04-10T13:30:17Z,53174,2836,12
"Incredible India: UNGA President Lauds Digitalisation, Infrastructure Investment in India",2024-04-10T12:30:40Z,74460,5860,54
Tesla in Talks with Reliance to Set Up Electric Vehicle Plant in India | StudyIQ IAS,2024-04-10T11:53:46Z,175925,5887,463
Sociology Simplified | Daily 3 Concepts for UPSC Mains | Lec 2 | Sociology Optional | StudyIQ IAS,2024-04-10T11:37:14Z,4557,162,5
Daily Current Affairs for all Government Exams by Vasu Katara | 10 April 2024 | StudyIQ IAS,2024-04-10T10:43:12Z,8311,328,5
Indian Express Editorial Analysis by Chandan Sharma | 10 April 2024 | UPSC Current Affairs 2024,2024-04-10T08:16:52Z,12733,643,20
Agniveer With 6-Month Training Won't Last Against Chinese Soldier: Rahul Gandhi,2024-04-10T07:23:10Z,184508,7001,1886
Democracy Vs. Dictatorship | West Trying to Hack Indian Elections 2024? | Analysis by Ashish Malviya,2024-04-10T06:00:07Z,71506,4267,839
"Right Against Climate Change Part of Right to Life, Equality: SC Judgment | UPSC Mains",2024-04-10T05:00:31Z,162952,6606,629
Significance of  having an attached office,2024-04-10T04:00:20Z,6383,349,4
Will India Rename Parts of China? क्या भारत ऐसा कर सकता है? | By Prashant Dhawan,2024-04-10T03:29:37Z,579141,36928,3993
The Hindu Analysis by Prashant Tiwari | 10 April 2024 | Current Affairs Today | StudyIQ,2024-04-10T03:26:20Z,27974,2004,85
Geography for UPSC Prelims 2024 | Lec - 20  | UPSC Prelims 2024 Revision,2024-04-10T00:42:42Z,4793,159,10
Sociology Simplified | Daily 3 Concepts for UPSC Mains | Lec 1 | Sociology Optional | StudyIQ IAS,2024-04-09T23:29:03Z,3415,113,8
Complete UPSC CSAT Reasoning | Lecture 1 - Direction | UPSC Prelims | StudyIQ IAS,2024-04-09T19:36:45Z,5851,131,3
Fifth vs Sixth generation fighters: Russia vs US vs China #china #russia #usa  #news,2024-04-09T17:00:10Z,218237,21925,141
Pakistan's Gwadar was Offered to India but Nehru Declined it | Complete Story of Missed Opportunity,2024-04-09T14:33:28Z,538429,31636,3323
India Out even though we freed the nation in 1971 #india #history,2024-04-09T14:30:10Z,27455,1992,20
South Africa is considering to sell powdered rhino horn to Asian Tourists | News@9 Shorts | UPSC,2024-04-09T13:30:03Z,115631,5819,47
Ukraine May Have to Compromise Eventually with Russia:NATO #ukraine #nato #russia  #news,2024-04-09T12:30:25Z,82828,7263,72
Are you Secular | Sociology  Optional | UPSC Mains #upsc # #civilserviceexam #iasprep,2024-04-09T11:30:10Z,8531,463,4
Sorry India! Maldives Minister Apologises After Making Fun of Indian Flag | By Prashant Dhawan,2024-04-09T11:23:57Z,666939,39682,2839
Daily Current Affairs for all Government Exams by Vasu Katara | 9 April 2024 | StudyIQ IAS,2024-04-09T10:41:10Z,9068,297,5
India Market Cap Hits Rs 400 Lakh Crore for First Time | New Record on Dalal Street | UPSC Mains,2024-04-09T10:02:00Z,113614,5276,740
"The Story of India's First ""Rebel"" | Mangal Pandey and Revolt of 1857 by Varun Jauhari",2024-04-09T09:30:07Z,34225,1178,111
Indian Express Editorial Analysis by Chandan Sharma | 9 April 2024 | UPSC Current Affairs 2024,2024-04-09T06:33:30Z,14241,837,27
Ukraine's Zaporizhzhia Nuclear Reactor Damaged Following Drone Attack | Know All About it | UPSC,2024-04-09T06:09:20Z,130058,4967,175
US Refuses to Comment on India's Ghus Ke Marenge Statement on Pakistan | By Prashant Dhawan,2024-04-09T05:00:20Z,543282,59525,544
"Why Botswana Threatened to Send 20,000 Elephants to Germany | UPSC",2024-04-09T04:02:49Z,208052,7309,654
Adhocracy in Bureaucracy explained,2024-04-09T04:00:28Z,10601,558,3
The Hindu Analysis by Prashant Tiwari | 9 April 2024 | Current Affairs Today | StudyIQ,2024-04-09T03:55:21Z,28190,1998,56
Geography for UPSC Prelims 2024 | Lec - 19 | UPSC Prelims 2024 Revision,2024-04-09T00:32:14Z,4289,136,9
"Planning, Organisation & Structural concepts | Ch-8 Part- 3 | Mohit Bhattacharya series | StudyIQ",2024-04-08T23:30:32Z,2493,40,1
Is USA Choosing Pakistan Over India? | India-USA Relations | Geopolitics | UPSC GS 2,2024-04-08T16:35:23Z,106541,2542,261
Become Confident with Business English in 30 Days | Enroll now! #spokenenglish,2024-04-08T15:30:11Z,18703,771,9
Saudi Arabia Shocks Pakistan with Kashmir Statement | Openly Supported India's Position,2024-04-08T14:42:38Z,947225,52431,1906
The horrific operation searchlight,2024-04-08T13:30:13Z,14518,1293,17
Jawaharlal Nehru or Subhash Chandra Bose? Who was the First Prime Minister of India History,2024-04-08T12:30:25Z,65914,7061,81
BBC Restructures India Business After Tweaks in FDI Rules | Know all about it.,2024-04-08T12:00:05Z,87088,3099,263
Why India is Lagging Behind in R&D? | UPSC GS 3 Case Study | StudyIQ IAS,2024-04-08T11:00:07Z,41608,1948,312
Daily Current Affairs for all Government Exams by Vasu Katara | 8 April 2024 | StudyIQ IAS,2024-04-08T10:45:49Z,10807,418,8
Mapping Through Atlas | Lecture 15 | Orient Black Swan & Oxford Atlas | UPSC IAS,2024-04-08T09:58:10Z,8116,426,5
Pakistan says Chinese Workers Don't follow Security Protocols and get Attacked | By Prashant Dhawan,2024-04-08T07:30:04Z,532618,53802,390
New Tax Regime vs Old Tax Regime: Which Is Better? | Economy | UPSC,2024-04-08T07:00:29Z,240790,7752,539
What is  Administrative Agency ?,2024-04-08T06:30:12Z,5928,362,2
Indian Express Editorial Analysis by Chandan Sharma | 8 April 2024 | UPSC Current Affairs 2024,2024-04-08T06:05:52Z,11013,632,20
"Deadly H5N1 Virus- 100 Times Worse than COVID is Spreading Across the World’, Experts Warned | UPSC",2024-04-08T05:30:30Z,425346,10286,1104
The Katchtheevu of West Bengal: Berubari,2024-04-08T04:27:04Z,119500,14616,221
Fear of Iran's Attack in Israel | Israel Closes India Embassy | by Prashant Dhawan,2024-04-08T03:49:49Z,762895,40066,1989
The Hindu Analysis by Prashant Tiwari | 8 April 2024 | Current Affairs Today | StudyIQ,2024-04-08T03:15:38Z,30301,2384,108
Indian Institute of Public Administration Lec Series-Lateral Entry in Public Administration in India,2024-04-07T18:07:07Z,11810,283,11
Longest river in Africa,2024-04-07T17:00:19Z,53617,4037,20
Best Video to Understand All Nouns | Marathon | All Government Exams @BankandSSCStudyIQ,2024-04-07T15:08:04Z,7623,226,10
Canada Accuses India and Pakistan for Interfering in Elections | India Rejects Canada's Statement,2024-04-07T14:39:23Z,467901,27034,1296
From Aryans to Adivasis - BIG Changes Made in NCERT,2024-04-07T14:26:06Z,7292,231,39
Will China use Artificial Intelligence to Interfere in India's Elections?,2024-04-07T12:30:01Z,16777,1228,16
US warns the World that China is sending Military Satellite Intelligence to Russia| Impact on India,2024-04-07T12:10:17Z,532623,27890,1455
Mamata Banerjee's Big Claim After NIA Team Attacked in West Bengal | StudyIQ,2024-04-07T11:22:00Z,140872,6079,1041
Ural River | Europe | Map in Short | Amrit Upadhyay | UPSC 2024 |StudyIQ IAS हिंदी,2024-04-07T10:30:30Z,34186,2727,10
How to Kick Start UPSC 2026 Preparation? | P2I Long Term batch,2024-04-07T10:01:44Z,11426,543,34
Geopolitics of the Indian Ocean | Battle for Naval Supremacy | Geopolitical Dialogues,2024-04-07T10:00:07Z,16286,694,30
Business English in 30 Days! After Office Hours Batch (9:30 PM to 10:30 PM) #spokenenglish,2024-04-07T07:40:02Z,19075,750,10
"Why is Bangladesh facing  ""India out"" protest ? #india #bangladesh #news",2024-04-07T07:15:01Z,186449,20864,162
Who Was India’s First Prime Minister’? Kangana Ranaut Controversy | Explained | UPSC | GS1,2024-04-07T07:14:18Z,221580,8858,1742
NEWS@9 Daily Compilation 05 April : Important Current News | Amrit Upadhyay | StudyIQ IAS Hindi,2024-04-07T06:30:07Z,10169,537,35
Complete Geography current affairs marathon | UPSC prelims 2024 | All Government examination,2024-04-07T05:56:24Z,5652,256,8
All Agreements in News for UPSC Prelims 2024 | StudyIQ IAS,2024-04-07T04:30:06Z,9930,602,12
"Tamil Nadu Approaches Supreme Court Over Flood Relief, Sparks Centre vs States Row | UPSC",2024-04-07T04:00:30Z,66727,2836,669
Greece's BrahMos: Nightmare for Turkey,2024-04-07T02:30:00Z,344560,28290,206
India Refused to Blame Israel for War Crimes | UN Vote Surprises Everyone | by Prashant Dhawan,2024-04-06T17:05:02Z,735323,44490,3611
How to Choose Optional for UPSC IAS Exam | StudyIQ IAS | Chandan Sharma,2024-04-06T16:43:13Z,5508,138,5
China renames Arunachal: Can we rename Tibet?,2024-04-06T16:30:15Z,719181,54354,658
Maldives Officially Thanks India for Food Supplies | Jaishankar says You're Welcome,2024-04-06T14:43:59Z,493691,50165,686
US considers E2 and E1 Visa for Indians! | News@9 Shorts | Amrit Upadhyay | StudyIQ IAS Hindi,2024-04-06T13:30:16Z,89591,3828,17
"""India Out"" , Boycott India , ""China In"" ? Campaign in Bangladesh |  Analysis by Ashish Malviya",2024-04-06T13:30:08Z,32452,1403,389
History of Tihar Jail,2024-04-06T12:30:22Z,94910,8323,39
India Will Enter Pak To Eliminate Terrorists Says India's Defence Minister | Pakistan is Angry,2024-04-06T11:31:12Z,695085,40475,2108
Brahmagiri Hills | Map in Short | Amrit Upadhyay | UPSC 2024 | StudyIQ IAS हिंदी,2024-04-06T10:30:30Z,29762,2763,15
Section 144 imposed in Leh ahead of Sonam Wangchuk’s ‘Pashmina March’ | UPSC,2024-04-06T10:15:00Z,232667,10040,1665
Mapping Through Atlas | Lecture 14 | Orient Black Swan & Oxford Atlas | UPSC IAS,2024-04-06T10:10:43Z,11050,466,18
"Why Did Indians Start Hating Dogs? | India's Dog Problem | UPSC Case Study | GS1, GS4",2024-04-06T09:30:07Z,63425,2116,382
"Is the World Staring at Another Pandemic? | Bird Flu | UPSC GS 3, GS 1 | Detailed Analysis by Gill",2024-04-06T08:53:18Z,67068,1870,174
"India Maritime border issues: Katchatheevu, New Moore, Coco",2024-04-06T08:30:00Z,321977,21771,93
"Iran Tells US To ""Step Aside"" As It Prepares To Attack Israel | StudyIQ",2024-04-06T07:34:09Z,318625,9752,882
India’s Foreign Exchange Reserves Hit all Time Record High! | By Prashant Dhawan,2024-04-06T06:00:09Z,483892,66373,1171
Let's change the name of Aksai Chin,2024-04-06T05:00:12Z,35485,3151,55
Supreme Court Stays Allahabad High Court's Decision to Scrap UP Madarsa Law | GS 1 | GS 2,2024-04-06T04:15:01Z,85437,3710,1235
The Curious RTI case of Katchatheevu Island,2024-04-06T04:00:08Z,18353,1198,5
The Hindu Analysis by Prashant Tiwari | 6 April 2024 | Current Affairs Today | StudyIQ,2024-04-06T03:07:51Z,33699,2509,130
Complete Art and Culture Marathon in 5 Hours | UPSC Prelims 2024,2024-04-06T02:30:08Z,10465,435,13
Geography for UPSC Prelims 2024 | Lec - 18 | UPSC Prelims 2024 Revision,2024-04-06T00:33:32Z,5207,171,12
Wadge Bank vs Katchtheevu Island: The reality  #shorts #srilanka #bharat #annamalai,2024-04-05T17:27:24Z,245998,19232,111
India Shows a HUGE Heart and Sends Important Food Items to Maldives | By Prashant Dhawan,2024-04-05T16:06:10Z,590754,34948,5487
Power of Storytelling Batch by Varun Jauhari starts today | Enroll now!,2024-04-05T15:23:44Z,3959,115,1
How the War in Ukraine has Transformed Europe | EU Farmer's Protest | Geopolitics | UPSC GS2,2024-04-05T14:43:04Z,117898,2884,119
Indian Lok Sabha Election HACK करना चाहता है China | Microsoft Warns USA and India about AI Hacking,2024-04-05T13:56:04Z,557295,33562,2093
DR. Manmohan Singh's 1991 Budget: The Day That Changed India Forever,2024-04-05T12:30:15Z,39086,3342,38
Know All About the real reason for Manipur Violence,2024-04-05T11:30:23Z,15871,1150,16
Balkan Region | Balkan Peninsula | Map in Short | Amrit Upadhyay |UPSC 2024 | StudyIQ IAS हिंदी,2024-04-05T10:30:01Z,77355,6466,22
Decoding RBI's Monetary Policy As It Keeps Repo Rates & Inflation Projection Unchanged,2024-04-05T09:55:03Z,95673,3816,145
INDIA'S EDTECH REVOLUTION: A GLOBAL LEADER IN THE MAKING | UPSC GS2,2024-04-05T09:30:07Z,12780,593,16
US Media Blames India for Buying Russian Oil Even Though China Has Now Become Number One Buyer,2024-04-05T08:30:15Z,428245,26695,1219
Can EVMs Be Hacked Or Tampered With? | Critical Analysis | UPSC GS2,2024-04-05T07:30:07Z,28163,1186,264
ONGC to Drill Oil in Bihar? Crude Oil | How Does it Impact Bihar | UPSC GS3,2024-04-05T07:18:54Z,259655,7476,797
UPSC Prelims 2018 CSAT | Reading Comprehension PYQ's Solved | Detailed Analysis | StudyIQ IAS,2024-04-05T06:30:07Z,2377,123,12
Indian Express Editorial Analysis by Chandan Sharma | 5 April 2024 | UPSC Current Affairs 2024,2024-04-05T06:00:14Z,13818,793,18
The Power of Practicing More #upsc #ips,2024-04-05T06:00:05Z,8472,383,3
India Carried Out Targeted Killings in Pakistan? Report Alleges Link to Pm Modi's Office | UPSC GS2,2024-04-05T04:05:00Z,333458,13534,1678
The Hindu Analysis by Prashant Tiwari | 5 April 2024 | Current Affairs Today | StudyIQ,2024-04-05T03:22:34Z,30034,2156,74
Complete Indian Polity | Lec 69: Landmark Judgements and Their Impact | M. Laxmikanth | StudyIQ,2024-04-05T02:29:56Z,18812,394,38
Geography for UPSC Prelims 2024 | Lec - 17 | UPSC Prelims 2024 Revision,2024-04-05T00:48:57Z,4475,179,11
Sri Lanka's Angry Response After Demands Raised in India to Take Back Katchatheevu Island,2024-04-04T16:13:04Z,923677,40330,3837
Why Pakistan Wants to Resume Trade with India? | Geopolitics | UPSC GS2,2024-04-04T15:12:38Z,122048,2337,193
Katchatheevu Island: The saga of misgovernance,2024-04-04T14:41:34Z,257776,19778,161
FSSAI directs appropriate categorisation of food products! | News@9 Shorts | StudyIQ IAS Hindi,2024-04-04T13:30:20Z,32551,2382,10
China's Secret Military Project Started in Maldives? Huge Challenge For India | By Prashant Dhawan,2024-04-04T12:30:24Z,467538,26821,2040
Religion & Morality | Philosophy of Religion | Lec 8 | Philosophy Optional,2024-04-04T11:34:04Z,2735,78,3
Manipur Burning|  Manipur Violence Explained by Ashish Malviya | Complete story |  StudyIQ IAS,2024-04-04T11:30:07Z,232770,8323,1080
Role of Mossad in Israel's Attack on Iran's Embassy,2024-04-04T10:30:24Z,314395,17894,570
Valley of Flowers National Park | Map in Short | Amrit Upadhyay | UPSC 2024 | StudyIQ IAS हिंदी,2024-04-04T10:30:04Z,35016,3196,8
Tesla Team To Explore Site For $3-Billion Electric Car Plant In India | UPSC GS3,2024-04-04T10:06:35Z,148475,5425,1065
How Witchcraft Is Seen Among Adivasis? | Anthropological Analysis | StudyIQ,2024-04-04T09:41:54Z,13235,415,21
India Set to Face Extreme Heat Waves | Are Climate Change Predictions for Real? | UPSC GS1 & GS3,2024-04-04T09:30:06Z,13051,523,45
"India Slams China over Arunachal Pradesh - ""Assigning Invented Names Won't Change Reality",2024-04-04T08:15:00Z,96208,9907,96
How India Won Siachen? | Operation Meghadoot | Indian Army | GS 3 Internal security | GS 2 IR,2024-04-04T07:30:07Z,55332,2581,73
India's defence export all time high,2024-04-04T07:00:16Z,158969,20828,121
Taiwan Earthquake a Threat to Global Tech Supply Chain? | Impact on India | UPSC GS3,2024-04-04T06:49:55Z,93212,3709,274
Harappa Civilization Explained | P2I History Paid Class | StudyIQ IAS,2024-04-04T06:30:07Z,5096,143,9
Indian Express Editorial Analysis by Chandan Sharma | 4 April 2024 | UPSC Current Affairs 2024,2024-04-04T06:20:20Z,14695,763,32
Secularism Simplified #latest #upsc #india,2024-04-04T06:00:11Z,7882,458,6
90 years of RBI,2024-04-04T05:03:49Z,56100,5866,49
IIT Bombay Placements: 36% Students from Latest Batch Fail to Get Placed,2024-04-04T03:41:00Z,146975,5765,1566
The Hindu Analysis by Prashant Tiwari | 4 April 2024 | Current Affairs Today | StudyIQ,2024-04-04T03:29:43Z,30851,2347,84
Why Jodhpur is losing its blue?,2024-04-04T02:30:11Z,1308969,73759,200
Anthropology Optional Batch Starting Tomorrow | UPSC Preparation 2025 | StudyIQ,2024-04-04T01:45:35Z,3373,58,2
Dialects of Punjabi,2024-04-03T17:00:13Z,52174,3012,47
India Will Lead South Asia's Economy Says World Bank Report | Pakistan Behind Nepal and Bangladesh,2024-04-03T16:04:43Z,585175,33929,2200
India Out in Bangladesh,2024-04-03T14:30:18Z,103932,9189,220
Scientists discover a reservoir of water 700 km beneath our feet !| News@9 Shorts| StudyIQ IAS Hindi,2024-04-03T13:30:11Z,1321354,47045,533
Avoid These Mistakes If You are Preparing for UPSC | UPSC Preparation 2025,2024-04-03T13:30:07Z,3515,150,8
This is How Israel Respects Indian Workers | Taiwan Can Learn From Israel | By Prashant Dhawan,2024-04-03T11:40:07Z,613037,41971,2616
"Coco, Kashmir and now Katchatheevu Island | Lost land ,Lost opportunity | Analysis by Ashish Malviya",2024-04-03T11:00:06Z,16876,995,154
Communicate Better in Office with ‘Business English’ in 30 Days Batch | Interview & Office English,2024-04-03T10:58:13Z,4379,222,6
Complete UPSC CSE Preparation Strategy 2025 | StudyIQ IAS,2024-04-03T10:41:22Z,19508,559,12
East Asia | Map in Short | Amrit Upadhyay | UPSC 2024 | StudyIQ IAS हिंदी,2024-04-03T10:30:08Z,118623,9621,23
Environment Current Affairs | Class-6 | UPSC Prelims Revision 2024,2024-04-03T09:49:43Z,10277,490,19
"Can Indian Rupee, Replace Dollars and Become Global Currency? | UPSC GS3",2024-04-03T09:00:15Z,198822,8063,842
The fantasy world of betting,2024-04-03T09:00:12Z,12360,725,10
